"state_name","county_name","date","positive_pct","transmission_level"
"Minnesota","Grant County",2022-03-22,0,"low"
"Missouri","Pulaski County",2022-03-22,4.29,"moderate"
"Missouri","Johnson County",2022-03-22,2.42,"substantial"
"North Dakota","Grant County",2022-03-22,0,"low"
"Michigan","Wayne County",2022-03-22,1.97,"high"
"Michigan","Crawford County",2022-03-22,3.03,"moderate"
"Kansas","Jackson County",2022-03-22,3.19,"low"
"Ohio","Auglaize County",2022-03-22,1.84,"moderate"
"Wisconsin","Dane County",2022-03-22,4.16,"substantial"
"Indiana","LaGrange County",2022-03-22,0,"low"
"Missouri","Platte County",2022-03-22,2.85,"moderate"
"Ohio","Jackson County",2022-03-22,3.75,"moderate"
"Illinois","Brown County",2022-03-22,0.46,"moderate"
"Wisconsin","Burnett County",2022-03-22,2.79,"substantial"
"Nebraska","Hooker County",2022-03-22,3.62945715364289,"low"
"Wisconsin","Sauk County",2022-03-22,2.31,"moderate"
"Indiana","Wayne County",2022-03-22,1.94,"moderate"
"Ohio","Hardin County",2022-03-22,4.17,"low"
"Missouri","Phelps County",2022-03-22,6.5,"high"
"Kansas","Shawnee County",2022-03-22,2.97,"moderate"
"Kansas","Nemaha County",2022-03-22,0,"low"
"Indiana","Jennings County",2022-03-22,1.05,"moderate"
"Missouri","Daviess County",2022-03-22,11.11,"high"
"South Dakota","Spink County",2022-03-22,5.71,"moderate"
"Indiana","Decatur County",2022-03-22,1,"moderate"
"Missouri","Moniteau County",2022-03-22,0,"moderate"
"Nebraska","Perkins County",2022-03-22,3.62945715364289,""
"Michigan","Iron County",2022-03-22,1.67,"moderate"
"Nebraska","Garfield County",2022-03-22,3.62945715364289,"low"
"Minnesota","Isanti County",2022-03-22,1.27,"moderate"
"Wisconsin","Columbia County",2022-03-22,2.18,"moderate"
"Ohio","Trumbull County",2022-03-22,3.74,"moderate"
"Ohio","Guernsey County",2022-03-22,3.74,"moderate"
"Nebraska","Buffalo County",2022-03-22,4.21,"low"
"Indiana","DeKalb County",2022-03-22,6.94,"moderate"
"Indiana","Steuben County",2022-03-22,3.12,"low"
"Illinois","Stark County",2022-03-22,0.53,"low"
"Indiana","Marshall County",2022-03-22,1.92,"moderate"
"Wisconsin","Adams County",2022-03-22,4.44,"moderate"
"Nebraska","Keith County",2022-03-22,0,"low"
"Ohio","Mercer County",2022-03-22,0.98,"low"
"Illinois","Cass County",2022-03-22,2.27,"moderate"
"Missouri","Gasconade County",2022-03-22,1.99,"substantial"
"Indiana","Fulton County",2022-03-22,1.92,"moderate"
"Nebraska","Sherman County",2022-03-22,3.62945715364289,"low"
"Ohio","Meigs County",2022-03-22,5.82,"moderate"
"Indiana","Clark County",2022-03-22,1.99,"moderate"
"Illinois","Williamson County",2022-03-22,1.89,"moderate"
"South Dakota","Edmunds County",2022-03-22,7.69,"moderate"
"Ohio","Fayette County",2022-03-22,2.2,"low"
"Minnesota","Carver County",2022-03-22,3.96,"substantial"
"Nebraska","Custer County",2022-03-22,10,"high"
"Missouri","Henry County",2022-03-22,0.88,"low"
"Kansas","Wallace County",2022-03-22,3.62945715364289,"low"
"Missouri","Clay County",2022-03-22,3.1,"low"
"Indiana","Jackson County",2022-03-22,2.06,"moderate"
"Minnesota","Roseau County",2022-03-22,1,"moderate"
"Missouri","Osage County",2022-03-22,1.59,"moderate"
"Minnesota","Le Sueur County",2022-03-22,4.57,"moderate"
"Missouri","Jackson County",2022-03-22,2.04,"moderate"
"Illinois","Rock Island County",2022-03-22,1.66,"moderate"
"Missouri","St. Clair County",2022-03-22,4,"moderate"
"Minnesota","Goodhue County",2022-03-22,6.48,"high"
"Ohio","Miami County",2022-03-22,2.05,"low"
"Kansas","Morris County",2022-03-22,6.06,"moderate"
"Indiana","Grant County",2022-03-22,4.33,"moderate"
"North Dakota","Pierce County",2022-03-22,0,"low"
"Illinois","Mercer County",2022-03-22,0.5,"moderate"
"Wisconsin","Pepin County",2022-03-22,3.7,"substantial"
"Wisconsin","Richland County",2022-03-22,3.71,"substantial"
"Illinois","McDonough County",2022-03-22,0.87,"moderate"
"Kansas","Jefferson County",2022-03-22,4.35,"low"
"Kansas","Brown County",2022-03-22,1.09,"low"
"Wisconsin","Trempealeau County",2022-03-22,0.51,"moderate"
"Missouri","Cole County",2022-03-22,3.67,"moderate"
"Minnesota","Sibley County",2022-03-22,5.49,"substantial"
"Nebraska","Valley County",2022-03-22,3.62945715364289,"low"
"Kansas","Sherman County",2022-03-22,5.88,"high"
"Nebraska","Lincoln County",2022-03-22,3.53,"low"
"Missouri","Knox County",2022-03-22,0,"high"
"Nebraska","Franklin County",2022-03-22,3.62945715364289,"high"
"Wisconsin","Barron County",2022-03-22,4.01,"moderate"
"Ohio","Pickaway County",2022-03-22,1.87,"low"
"Michigan","Dickinson County",2022-03-22,0,"low"
"Missouri","Clinton County",2022-03-22,3.61,"substantial"
"Michigan","Menominee County",2022-03-22,2.89,"high"
"Minnesota","Otter Tail County",2022-03-22,3.59,"substantial"
"Kansas","Greeley County",2022-03-22,3.62945715364289,"low"
"Missouri","Ray County",2022-03-22,1.19,"moderate"
"South Dakota","Brown County",2022-03-22,8.93,"substantial"
"Ohio","Jefferson County",2022-03-22,3.26,"moderate"
"Minnesota","Martin County",2022-03-22,2.79,"substantial"
"Indiana","Fayette County",2022-03-22,0.76,"moderate"
"Minnesota","Anoka County",2022-03-22,2.68,"moderate"
"Minnesota","Mille Lacs County",2022-03-22,1.25,"moderate"
"Minnesota","Houston County",2022-03-22,7.52,"moderate"
"Wisconsin","Florence County",2022-03-22,0,"moderate"
"Michigan","Macomb County",2022-03-22,3.82,"high"
"Minnesota","Kanabec County",2022-03-22,2.02,"moderate"
"Missouri","Taney County",2022-03-22,5.11,"moderate"
"Kansas","Wabaunsee County",2022-03-22,0,"moderate"
"Missouri","Caldwell County",2022-03-22,4.88,"moderate"
"Nebraska","Hamilton County",2022-03-22,0,"low"
"Indiana","Whitley County",2022-03-22,9.46,"substantial"
"South Dakota","Faulk County",2022-03-22,3.62945715364289,"low"
"Missouri","Livingston County",2022-03-22,0.72,"high"
"Wisconsin","Eau Claire County",2022-03-22,4.34,"substantial"
"Ohio","Columbiana County",2022-03-22,1.79,"moderate"
"Illinois","Schuyler County",2022-03-22,0.71,"substantial"
"Indiana","Wabash County",2022-03-22,2.41,"moderate"
"Michigan","Otsego County",2022-03-22,5.59,"moderate"
"Ohio","Harrison County",2022-03-22,2.97,"moderate"
"Indiana","Scott County",2022-03-22,1.45,"moderate"
"Nebraska","Thomas County",2022-03-22,3.62945715364289,""
"Ohio","Coshocton County",2022-03-22,1.41,"low"
"Ohio","Gallia County",2022-03-22,3.15,"moderate"
"Missouri","Schuyler County",2022-03-22,3.7,"moderate"
"Nebraska","Nemaha County",2022-03-22,0,"low"
"Wisconsin","Iowa County",2022-03-22,2.68,"substantial"
"Wisconsin","St. Croix County",2022-03-22,1.74,"substantial"
"Minnesota","Hennepin County",2022-03-22,3.26,"substantial"
"Missouri","Reynolds County",2022-03-22,0,"substantial"
"Illinois","DuPage County",2022-03-22,2.53,"substantial"
"Illinois","Henry County",2022-03-22,1.04,"moderate"
"Nebraska","Frontier County",2022-03-22,3.62945715364289,"low"
"Illinois","Logan County",2022-03-22,1.9,"high"
"Wisconsin","Pierce County",2022-03-22,4.55,"substantial"
"Kansas","Thomas County",2022-03-22,5.26,"moderate"
"Missouri","Camden County",2022-03-22,2.9,"moderate"
"Kansas","Mitchell County",2022-03-22,0,"low"
"Indiana","Dubois County",2022-03-22,3.73,"moderate"
"Wisconsin","Washburn County",2022-03-22,1.98,"moderate"
"Illinois","Menard County",2022-03-22,1.4,"moderate"
"Nebraska","Merrick County",2022-03-22,0,"low"
"Indiana","Bartholomew County",2022-03-22,3.61,"moderate"
"South Dakota","McPherson County",2022-03-22,0,"low"
"Illinois","McHenry County",2022-03-22,2.1,"substantial"
"Wisconsin","La Crosse County",2022-03-22,3.52,"substantial"
"Nebraska","Loup County",2022-03-22,3.62945715364289,""
"Kansas","Jewell County",2022-03-22,3.62945715364289,"low"
"Michigan","Livingston County",2022-03-22,5.34,"substantial"
"Wisconsin","Buffalo County",2022-03-22,3,"substantial"
"Missouri","Lafayette County",2022-03-22,1.61,"substantial"
"Wisconsin","Grant County",2022-03-22,1.76,"moderate"
"Wisconsin","Rusk County",2022-03-22,2.3,"moderate"
"Kansas","Geary County",2022-03-22,3.61,"low"
"Indiana","St. Joseph County",2022-03-22,2.46,"moderate"
"Ohio","Morgan County",2022-03-22,8.33,"substantial"
"Kansas","Osage County",2022-03-22,1.53,"moderate"
"Missouri","Putnam County",2022-03-22,3.62945715364289,"moderate"
"Nebraska","Logan County",2022-03-22,3.62945715364289,"low"
"Ohio","Franklin County",2022-03-22,2.48,"moderate"
"Wisconsin","Marquette County",2022-03-22,4.32,"substantial"
"Minnesota","Sherburne County",2022-03-22,2.07,"moderate"
"Minnesota","Lake of the Woods County",2022-03-22,2.13,"moderate"
"Missouri","Dent County",2022-03-22,1.77,"substantial"
"Missouri","Howard County",2022-03-22,6.15,"substantial"
"Minnesota","Lincoln County",2022-03-22,2.7,"low"
"Michigan","Kalkaska County",2022-03-22,4.02,"moderate"
"Michigan","Charlevoix County",2022-03-22,0.81,"moderate"
"Kansas","Ottawa County",2022-03-22,0.56,"high"
"South Dakota","Aurora County",2022-03-22,3.62945715364289,"low"
"Wisconsin","Waupaca County",2022-03-22,1.92,"moderate"
"Indiana","Hancock County",2022-03-22,2.38,"moderate"
"Illinois","Hancock County",2022-03-22,1.73,"moderate"
"Ohio","Ashland County",2022-03-22,2.18,"moderate"
"Indiana","Newton County",2022-03-22,3.37,"low"
"Nebraska","Richardson County",2022-03-22,3.62945715364289,"moderate"
"Minnesota","Freeborn County",2022-03-22,1.82,"moderate"
"Kansas","Barton County",2022-03-22,1.18,"low"
"Wisconsin","Outagamie County",2022-03-22,3.09,"moderate"
"Missouri","Iron County",2022-03-22,1.88,"substantial"
"South Dakota","Haakon County",2022-03-22,3.62945715364289,"high"
"Nebraska","Dawes County",2022-03-22,3.62945715364289,"low"
"South Dakota","Oglala Lakota County",2022-03-22,3.62945715364289,"moderate"
"Missouri","Washington County",2022-03-22,2.41,"moderate"
"Indiana","Henry County",2022-03-22,2.55,"moderate"
"Minnesota","Kandiyohi County",2022-03-22,1.89,"moderate"
"South Dakota","Buffalo County",2022-03-22,3.62945715364289,"low"
"Missouri","Clark County",2022-03-22,0,"moderate"
"Illinois","Washington County",2022-03-22,2.08,"moderate"
"Kansas","Wyandotte County",2022-03-22,2.97,"moderate"
"Michigan","Benzie County",2022-03-22,5.26,"substantial"
"Kansas","Wilson County",2022-03-22,3.51,"moderate"
"Ohio","Lawrence County",2022-03-22,13.18,"high"
"Illinois","Douglas County",2022-03-22,1.06,"moderate"
"Illinois","Clark County",2022-03-22,1.03,"substantial"
"Kansas","Pawnee County",2022-03-22,1.56,"low"
"Minnesota","Yellow Medicine County",2022-03-22,3.33,"substantial"
"South Dakota","Hughes County",2022-03-22,5.88,"moderate"
"Nebraska","Thayer County",2022-03-22,3.62945715364289,"low"
"Kansas","Franklin County",2022-03-22,1.32,"moderate"
"Nebraska","Otoe County",2022-03-22,5.13,"moderate"
"Missouri","Madison County",2022-03-22,1.32,"moderate"
"South Dakota","Jones County",2022-03-22,3.62945715364289,"low"
"South Dakota","Lyman County",2022-03-22,0,"low"
"South Dakota","Sanborn County",2022-03-22,3.62945715364289,"low"
"Ohio","Henry County",2022-03-22,3.95,"low"
"Michigan","Manistee County",2022-03-22,0.76,"moderate"
"Indiana","Clay County",2022-03-22,2.56,"moderate"
"Michigan","Antrim County",2022-03-22,5.14,"moderate"
"Nebraska","Deuel County",2022-03-22,3.62945715364289,"low"
"Kansas","Saline County",2022-03-22,4.74,"moderate"
"Missouri","Boone County",2022-03-22,2.28,"moderate"
"Nebraska","Sheridan County",2022-03-22,3.62945715364289,"low"
"Ohio","Logan County",2022-03-22,2.39,"moderate"
"Kansas","Rush County",2022-03-22,0,"low"
"Kansas","Anderson County",2022-03-22,1.41,"moderate"
"South Dakota","Ziebach County",2022-03-22,3.62945715364289,"low"
"Nebraska","Johnson County",2022-03-22,3.62945715364289,"low"
"South Dakota","Charles Mix County",2022-03-22,1.43,"moderate"
"Illinois","De Witt County",2022-03-22,2.68,"moderate"
"Missouri","St. Francois County",2022-03-22,4.67,"substantial"
"Michigan","Alpena County",2022-03-22,9.26,"substantial"
"Kansas","Miami County",2022-03-22,2.17,"moderate"
"Missouri","Atchison County",2022-03-22,7.14,"substantial"
"Illinois","Cumberland County",2022-03-22,1.14,"low"
"Michigan","Montmorency County",2022-03-22,4.59,"moderate"
"Indiana","Porter County",2022-03-22,3.38,"substantial"
"Nebraska","Pawnee County",2022-03-22,3.62945715364289,"low"
"Missouri","Cooper County",2022-03-22,2.56,"low"
"Minnesota","Lac qui Parle County",2022-03-22,0,"moderate"
"Kansas","Leavenworth County",2022-03-22,2.37,"moderate"
"Kansas","Lincoln County",2022-03-22,0,"low"
"Missouri","St. Louis City",2022-03-22,2.88,"moderate"
"Ohio","Richland County",2022-03-22,2.29,"moderate"
"Missouri","Macon County",2022-03-22,0.79,"substantial"
"Michigan","Emmet County",2022-03-22,3.15,"moderate"
"Illinois","Effingham County",2022-03-22,3.2,"moderate"
"Illinois","Woodford County",2022-03-22,1.32,"moderate"
"Nebraska","Fillmore County",2022-03-22,0,"low"
"Kansas","Douglas County",2022-03-22,4.3,"moderate"
"Illinois","Coles County",2022-03-22,1.35,"moderate"
"Indiana","Parke County",2022-03-22,1.09,"low"
"Kansas","Barber County",2022-03-22,0,"low"
"Minnesota","Chippewa County",2022-03-22,1.6,"moderate"
"South Dakota","Bennett County",2022-03-22,0,"low"
"Michigan","Grand Traverse County",2022-03-22,6.97,"substantial"
"South Dakota","Davison County",2022-03-22,7.07,"moderate"
"Illinois","McLean County",2022-03-22,1.67,"substantial"
"Missouri","Randolph County",2022-03-22,7.75,"moderate"
"South Dakota","Douglas County",2022-03-22,3.62945715364289,"low"
"Michigan","Mackinac County",2022-03-22,4.26,"substantial"
"Michigan","Presque Isle County",2022-03-22,2.82,"low"
"Illinois","Ford County",2022-03-22,0.74,"moderate"
"Ohio","Williams County",2022-03-22,5.11,"moderate"
"Indiana","Sullivan County",2022-03-22,0,"moderate"
"South Dakota","Stanley County",2022-03-22,3.62945715364289,"low"
"Illinois","Jo Daviess County",2022-03-22,8.13,"substantial"
"South Dakota","Sully County",2022-03-22,3.62945715364289,"low"
"Michigan","Chippewa County",2022-03-22,4.35,"substantial"
"Illinois","Fayette County",2022-03-22,0,"moderate"
"Kansas","Edwards County",2022-03-22,0,"low"
"Minnesota","Swift County",2022-03-22,0,"moderate"
"Kansas","Ellsworth County",2022-03-22,2.13,"low"
"Minnesota","Lyon County",2022-03-22,2.4,"moderate"
"Nebraska","Sioux County",2022-03-22,3.62945715364289,""
"Kansas","Johnson County",2022-03-22,3.25,"moderate"
"Indiana","Jasper County",2022-03-22,2.7,"moderate"
"Indiana","Lawrence County",2022-03-22,3.79,"moderate"
"Nebraska","Kimball County",2022-03-22,3.62945715364289,"low"
"Illinois","Stephenson County",2022-03-22,0.7,"moderate"
"Illinois","Marion County",2022-03-22,3.57,"moderate"
"Michigan","Leelanau County",2022-03-22,8.4,"substantial"
"Missouri","Ste. Genevieve County",2022-03-22,6.92,"moderate"
"South Dakota","Hanson County",2022-03-22,9.09,"substantial"
"Missouri","Shelby County",2022-03-22,0,"high"
"Missouri","Oregon County",2022-03-22,2.68,"moderate"
"Missouri","Franklin County",2022-03-22,2.88,"moderate"
"Indiana","Orange County",2022-03-22,1.14,"moderate"
"Indiana","Lake County",2022-03-22,2.36,"moderate"
"Michigan","Cheboygan County",2022-03-22,2.45,"moderate"
"Indiana","Vigo County",2022-03-22,1.3,"moderate"
"South Dakota","Brookings County",2022-03-22,2.55,"moderate"
"Michigan","Alcona County",2022-03-22,10.64,"high"
"Missouri","Howell County",2022-03-22,1.37,"high"
"Missouri","Jefferson County",2022-03-22,2.26,"moderate"
"Missouri","Holt County",2022-03-22,0,"low"
"Nebraska","Cheyenne County",2022-03-22,25,"high"
"South Dakota","Brule County",2022-03-22,0,"low"
"Illinois","Champaign County",2022-03-22,1.14,"substantial"
"Indiana","Vermillion County",2022-03-22,1.72,"moderate"
"Minnesota","Faribault County",2022-03-22,2.38,"moderate"
"Ohio","Paulding County",2022-03-22,3.39,"low"
"Missouri","St. Louis County",2022-03-22,2.74,"moderate"
"Missouri","Shannon County",2022-03-22,0.88,"substantial"
"Missouri","Chariton County",2022-03-22,0,"substantial"
"South Dakota","Kingsbury County",2022-03-22,0,"low"
"Ohio","Defiance County",2022-03-22,2.91,"moderate"
"Ohio","Medina County",2022-03-22,2.35,"moderate"
"Nebraska","Scotts Bluff County",2022-03-22,5.75,"moderate"
"Illinois","Madison County",2022-03-22,1.25,"moderate"
"Ohio","Summit County",2022-03-22,2.16,"moderate"
"Kansas","Lyon County",2022-03-22,2.55,"low"
"Kansas","Marshall County",2022-03-22,5.26,"moderate"
"Michigan","Lenawee County",2022-03-22,2.49,"substantial"
"Missouri","Buchanan County",2022-03-22,2.85,"substantial"
"Minnesota","Mower County",2022-03-22,4.42,"substantial"
"Ohio","Morrow County",2022-03-22,2.65,"low"
"Wisconsin","Bayfield County",2022-03-22,1.73,"substantial"
"Nebraska","Polk County",2022-03-22,3.62945715364289,"low"
"Minnesota","Olmsted County",2022-03-22,7.41,"high"
"Ohio","Union County",2022-03-22,2,"moderate"
"Missouri","Worth County",2022-03-22,0,"low"
"Michigan","Lake County",2022-03-22,2.06,"moderate"
"Indiana","Washington County",2022-03-22,2.05,"moderate"
"Missouri","Morgan County",2022-03-22,2.86,"substantial"
"Indiana","Greene County",2022-03-22,0.77,"moderate"
"Indiana","Harrison County",2022-03-22,2.01,"moderate"
"Michigan","St. Joseph County",2022-03-22,2.28,"moderate"
"Kansas","Ness County",2022-03-22,0,"low"
"Michigan","Iosco County",2022-03-22,4,"moderate"
"Minnesota","Winona County",2022-03-22,2.96,"substantial"
"Missouri","Benton County",2022-03-22,2.98,"substantial"
"Indiana","Brown County",2022-03-22,2.47,"low"
"Wisconsin","Ashland County",2022-03-22,7.51,"substantial"
"Kansas","Grant County",2022-03-22,0,"moderate"
"Nebraska","Cherry County",2022-03-22,3.62945715364289,"high"
"Michigan","St. Clair County",2022-03-22,4.5,"substantial"
"Nebraska","Box Butte County",2022-03-22,3.62945715364289,"low"
"Nebraska","Banner County",2022-03-22,3.62945715364289,"low"
"Indiana","Elkhart County",2022-03-22,2.66,"moderate"
"Kansas","Doniphan County",2022-03-22,2.68,"moderate"
"Nebraska","York County",2022-03-22,11.11,"high"
"Ohio","Champaign County",2022-03-22,2.95,"moderate"
"Illinois","Jersey County",2022-03-22,1.46,"moderate"
"Indiana","Perry County",2022-03-22,3.28,"moderate"
"Missouri","Pettis County",2022-03-22,4.06,"high"
"Kansas","Comanche County",2022-03-22,3.62945715364289,"low"
"Michigan","Arenac County",2022-03-22,1.44,"low"
"Wisconsin","Manitowoc County",2022-03-22,2.5,"moderate"
"Indiana","Floyd County",2022-03-22,1.98,"moderate"
"Indiana","Kosciusko County",2022-03-22,3.83,"moderate"
"Michigan","Jackson County",2022-03-22,3.18,"moderate"
"Illinois","Calhoun County",2022-03-22,6.06,"moderate"
"Kansas","Labette County",2022-03-22,0.62,"moderate"
"Kansas","Washington County",2022-03-22,3.62945715364289,"low"
"Illinois","Moultrie County",2022-03-22,2.13,"moderate"
"Kansas","Stanton County",2022-03-22,0,"low"
"Illinois","Knox County",2022-03-22,1,"moderate"
"Indiana","Crawford County",2022-03-22,1.25,"moderate"
"Indiana","Owen County",2022-03-22,1.6,"moderate"
"Ohio","Crawford County",2022-03-22,2.32,"moderate"
